seqid,signalp_type,p_other,p_SP,signalp_start,signalp_end,phobius_start,phobius_end,phobius_type,count_up_1000,count_up_200,count_up_100,phobius_compound_hydro,signalp_compound_hydro
YOR227W,OTHER,1,0,NA,NA,0,0,OTHER,3,3,2,NA,NA
YCL057C-A,OTHER,0.99997,3.5e-5,NA,NA,41,60,TM,1,0,0,44.66666666666667,NA
YOR217W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR061C,OTHER,1,0,NA,NA,0,0,OTHER,5,2,0,NA,NA
YML124C,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YLR431C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YJL048C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YGL250W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
Q0105,OTHER,1,1.1e-5,NA,NA,28,52,TM,0,0,0,70,NA
YIL099W,OTHER,0.738466,0.261537,NA,NA,11,19,SP,1,0,0,18.699999999999996,NA
YJR135C,OTHER,1,0,NA,NA,0,0,OTHER,3,2,1,NA,NA
YIR013C,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
YGR161C-C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR144C,SP,3.85e-4,0.999597,3,19,3,14,SP,2,2,0,31.733333333333334,44.955555555555556
YIL094C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YJL077W-A,OTHER,0.99994,5.6e-5,NA,NA,0,0,OTHER,3,3,1,NA,NA
YJL085W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YKL209C,OTHER,1,1e-5,NA,NA,26,47,TM,3,0,0,59.15555555555556,NA
YKL128C,OTHER,1,8e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
YMR010W,OTHER,0.999399,5.98e-4,NA,NA,0,0,OTHER,3,2,2,NA,NA
YHL009C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YDL086W,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
YOR201C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YIL038C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YPL137C,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
YML082W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YNL269W,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,1,1,NA,NA
YJL004C,OTHER,1,1.4e-5,NA,NA,30,53,TM,0,0,0,54.400000000000006,NA
YOR315W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL010W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YJL070C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YHR061C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR415C,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YHR104W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YPL111W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YBR158W,OTHER,1,0,NA,NA,0,0,OTHER,5,3,3,NA,NA
YGL146C,OTHER,0.999951,3.6e-5,NA,NA,34,52,TM,2,1,1,57.21111111111111,NA
YBR182C,OTHER,1,3e-6,NA,NA,0,0,OTHER,6,3,0,NA,NA
YOL036W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YMR231W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNR033W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YKL149C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR122W,OTHER,1,2.9e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGR253C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOL158C,OTHER,0.999889,1.11e-4,NA,NA,0,0,OTHER,1,0,0,NA,NA
YHR214C-D,OTHER,0.999918,8.8e-5,NA,NA,0,0,OTHER,2,0,0,NA,NA
YDR055W,SP,5.95e-4,0.999372,3,14,3,14,SP,0,0,0,30.000000000000007,30.000000000000007
YMR190C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDL110C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL187W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL274C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR027W,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
YBR110W,OTHER,1,0,NA,NA,6,32,TM,1,0,0,85.5,NA
YGR089W,OTHER,0.999549,4.32e-4,NA,NA,39,60,TM,0,0,0,63.80000000000001,NA
YEL067C,OTHER,1,2e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR036W-A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDR512C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPL208W,OTHER,1,0,NA,NA,0,0,OTHER,5,1,0,NA,NA
YLR450W,OTHER,1,1.3e-5,NA,NA,25,44,TM,0,0,0,66.44444444444444,NA
YML051W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,1,NA,NA
YGL117W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YCL014W,OTHER,1,4e-6,NA,NA,0,0,OTHER,2,1,0,NA,NA
YFL010W-A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YLR371W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
YOR061W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YDR090C,OTHER,1,0,NA,NA,38,59,TM,2,1,0,51.08888888888888,NA
YDR038C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR040C,OTHER,1,0,NA,NA,0,0,OTHER,4,1,0,NA,NA
YLL066W-B,OTHER,0.999999,9e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
YJL217W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGL093W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YHL017W,SP,2.55e-4,0.999721,4,17,4,15,SP,1,0,0,33.33333333333333,38.888888888888886
YOR204W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YHL036W,OTHER,1,0,NA,NA,0,0,OTHER,6,0,0,NA,NA
YJR088C,OTHER,0.999965,3.4e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR235C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YGL099W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YJL148W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YFR036W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR067C,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
YML086C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YKR093W,OTHER,1,2e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YPL045W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDR471W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR380W,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
YFL044C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YBR245C,OTHER,0.999483,5.18e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR318W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOR355W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDL128W,OTHER,0.999961,4.6e-5,NA,NA,40,58,TM,0,0,0,52.988888888888894,NA
YPR061C,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR267C,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
YGR185C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YML050W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR034W-B,OTHER,0.999947,3.4e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL078W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YKR018C,OTHER,0.999966,7.2e-5,NA,NA,0,0,OTHER,2,2,0,NA,NA
YFL004W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDL045W-A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YNL290W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YBR012W-A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR358W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YGL085W,OTHER,0.999983,3.9e-5,NA,NA,12,32,TM,0,0,0,59.03333333333334,NA
YBR010W,OTHER,1,0,NA,NA,0,0,OTHER,4,2,1,NA,NA
YML008C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YGR023W,OTHER,0.727868,0.272143,NA,NA,21,31,SP,1,0,0,21.388888888888893,NA
YLR206W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YPL170W,OTHER,0.999377,6.46e-4,NA,NA,0,0,OTHER,3,0,0,NA,NA
YGL139W,SP,5.71e-4,0.999389,3,23,10,20,SP,2,1,0,36.78888888888889,70.23333333333333
YBR248C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YPL018W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YPL229W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR079W,OTHER,0.99991,1.16e-4,NA,NA,18,36,TM,2,0,0,49.18888888888889,NA
YDR205W,OTHER,0.999398,6.09e-4,NA,NA,6,27,TM,1,0,0,49.37777777777778,NA
YBL067C,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
YOR093C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YKL144C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YLL055W,OTHER,0.999649,3.55e-4,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR343W,SP,0.0048,0.995162,6,21,9,19,SP,1,0,0,39.599999999999994,57.599999999999994
YML041C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR060C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR321C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YHR191C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YDL170W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YPL153C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR036C,OTHER,1,7e-6,NA,NA,33,54,TM,5,2,2,61.11111111111111,NA
YKL086W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YPR096C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
YGR196C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL330C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YLR393W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YHR189W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YJR030C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDR513W,OTHER,1,2.6e-5,NA,NA,6,26,TM,1,0,0,78.4,NA
YGR170W,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
YNL339C,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOR010C,SP,2.29e-4,0.999748,3,15,6,16,SP,1,1,1,31.28888888888889,36.97777777777778
YER102W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YKL074C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YGR126W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGL010W,OTHER,1,1e-6,NA,NA,25,43,TM,3,0,0,41.166666666666664,NA
YGL003C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
YGR237C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR111W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDR200C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YIL127C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR055W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YMR281W,OTHER,0.999999,9e-6,NA,NA,14,32,TM,2,1,1,52.988888888888894,NA
YGR232W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YMR006C,SP,0.264643,0.735356,6,16,6,14,SP,1,0,0,12.5,21.38888888888889
YKR002W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR151C,OTHER,1,0,NA,NA,0,0,OTHER,3,2,0,NA,NA
YOL053W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YPR025C,OTHER,0.999969,4.6e-5,NA,NA,0,0,OTHER,3,2,0,NA,NA
YDR081C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL220W,OTHER,1,0,NA,NA,0,0,OTHER,4,1,0,NA,NA
YGR263C,OTHER,0.999959,2.7e-5,NA,NA,0,0,OTHER,2,0,0,NA,NA
YIL024C,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YJR084W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YLR019W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
YDR068W,OTHER,1,3e-6,NA,NA,0,0,OTHER,3,1,0,NA,NA
YKL080W,OTHER,0.999924,1.02e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
YIL137C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YGL246C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YER035W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR299C,OTHER,0.999786,2.26e-4,NA,NA,0,0,OTHER,1,0,0,NA,NA
YML093W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR155C,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
YNL146W,OTHER,1,5e-6,NA,NA,14,31,TM,3,1,1,66.8,NA
YNR073C,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
YMR030W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YGR271C-A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YIL022W,OTHER,1,4e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
YMR073C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YER171W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL141W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YHR078W,OTHER,0.5542,0.445793,NA,NA,3,12,SP,1,0,0,34.66666666666667,NA
YGR009C,OTHER,1,0,NA,NA,0,0,OTHER,6,0,0,NA,NA
YGR204C-A,OTHER,0.997187,0.002812,NA,NA,0,0,OTHER,1,0,0,NA,NA
YML017W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YEL013W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR268W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YDL069C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YMR169C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YIL068C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YPR183W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YLR387C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YLR125W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR012W,OTHER,0.999722,2.91e-4,NA,NA,12,31,TM,0,0,0,53.77777777777777,NA
YNL095C,OTHER,0.999984,5e-6,NA,NA,20,38,TM,0,0,0,52.14444444444445,NA
YBR007C,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGL253W,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
YAL015C,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
YEL040W,SP,2.22e-4,0.999774,3,19,8,19,SP,0,0,0,33.2,47.03333333333333
YNL250W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YMR252C,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
YLR312W-A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YER152C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGR006W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YPL041C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOL131W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR088W,OTHER,1,9e-6,NA,NA,20,42,TM,2,1,0,63.12222222222222,NA
YKL163W,SP,3.02e-4,0.999683,3,15,7,14,SP,2,1,0,17.68888888888889,28.744444444444447
YCR079W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YPR149W,OTHER,1,0,NA,NA,12,28,TM,1,0,0,51.75555555555556,NA
YNL306W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YBR034C,OTHER,1,1.3e-5,NA,NA,0,0,OTHER,1,0,0,NA,NA
YHR030C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR384C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YIL123W,SP,8.63e-4,0.999118,3,16,3,11,SP,7,0,0,14.2,25.044444444444444
YOR163W,OTHER,0.999874,1.53e-4,NA,NA,0,0,OTHER,2,0,0,NA,NA
YHR214C-B,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YKL018C-A,OTHER,0.999038,9.6e-4,NA,NA,7,18,SP,4,2,0,33.06666666666666,NA
YNR038W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR121W-A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR157W,SP,6.08e-4,0.999358,3,19,3,14,SP,2,1,1,30.666666666666664,44.38888888888889
YIL109C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YFL066C,OTHER,1,1.1e-5,NA,NA,36,55,TM,3,0,0,42.22222222222223,NA
YER099C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR316W-B,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL182C,OTHER,0.998858,0.001133,NA,NA,0,0,OTHER,4,0,0,NA,NA
YML042W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
YLR009W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YGR152C,OTHER,1,0,NA,NA,0,0,OTHER,4,1,0,NA,NA
YDL124W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR268W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOL064C,OTHER,1,3e-6,NA,NA,0,0,OTHER,2,2,0,NA,NA
YHR132W-A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YOL128C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR194W-A,OTHER,0.999927,7.4e-5,NA,NA,0,0,OTHER,1,1,1,NA,NA
YPL204W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YKL002W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YNL130C,OTHER,0.999696,2.8e-4,NA,NA,38,60,TM,1,0,0,69.25555555555556,NA
YER100W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR110C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YFL048C,SP,3.49e-4,0.999601,10,25,10,20,SP,2,0,0,30.922222222222224,44.97777777777778
YBR247C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YKL018W,OTHER,1,0,NA,NA,0,0,OTHER,5,4,0,NA,NA
YKR026C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDL159W,OTHER,0.999934,8.4e-5,NA,NA,0,0,OTHER,4,1,0,NA,NA
YOR040W,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
YGL187C,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
YDR323C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL029C,OTHER,1,4e-6,NA,NA,12,36,TM,1,0,0,77.5,NA
YNL136W,OTHER,1,0,NA,NA,0,0,OTHER,4,4,0,NA,NA
YLL057C,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YER064C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YDL058W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YBL087C,OTHER,1,1e-5,NA,NA,0,0,OTHER,1,1,1,NA,NA
YGL130W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YBR295W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR035W,OTHER,0.999931,6.8e-5,NA,NA,15,26,SP,2,0,0,26.26666666666667,NA
YKR086W,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YPL181W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR211C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YPL245W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YOL049W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YJR044C,OTHER,1,0,NA,NA,12,34,TM,1,1,0,71.8111111111111,NA
YDR436W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR381C-A,OTHER,0.999855,1.65e-4,NA,NA,12,30,TM,1,1,1,39.05555555555555,NA
YBR076W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
YJL103C,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
YGR024C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YML097C,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
YNL059C,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR033W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YGL249W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YFL040W,OTHER,1,1.7e-5,NA,NA,28,39,SP,2,0,0,32.53333333333333,NA
YBL098W,OTHER,0.999998,3.7e-5,NA,NA,5,16,SP,0,0,0,31.999999999999993,NA
YJL196C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGR148C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR204C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YLR137W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YHR114W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDL074C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPR010C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YGR257C,OTHER,0.998168,0.001842,NA,NA,16,36,TM,2,0,0,40.599999999999994,NA
YLR306W,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YBR036C,OTHER,0.833755,0.166249,NA,NA,4,12,SP,3,1,0,16.9,NA
YPL092W,OTHER,1,0,NA,NA,16,34,TM,3,0,0,44.75555555555556,NA
YDR282C,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
YGR273C,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YMR184W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YBL081W,OTHER,1,0,NA,NA,0,0,OTHER,4,1,0,NA,NA
YFR046C,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
YGL027C,OTHER,0.50554,0.494449,NA,NA,12,20,SP,0,0,0,24.900000000000002,NA
YBR182C-A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
YDL036C,OTHER,1,0,NA,NA,25,33,SP,2,1,0,16.400000000000002,NA
YBR213W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YHR037W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YLR107W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YDL186W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YDR152W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,1,NA,NA
YDR216W,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
YNL090W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YHR045W,OTHER,1,8e-6,NA,NA,6,24,TM,2,1,1,68.82222222222222,NA
YLR219W,OTHER,1,2e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
YGL173C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YBR082C,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,2,0,NA,NA
YLR355C,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
YIL112W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YHL032C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YPL196W,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,1,NA,NA
YCR032W,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YBR161W,OTHER,0.997859,0.002163,NA,NA,7,24,TM,1,1,0,51.400000000000006,NA
YOR234C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YIL169C,SP,0.00356,0.996398,8,18,8,16,SP,2,0,0,17.900000000000002,21.87777777777778
YLR284C,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
YBR114W,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
YOR017W,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
YDR371W,OTHER,1,1e-6,NA,NA,14,34,TM,1,0,0,75.13333333333334,NA
YPL281C,OTHER,1,0,NA,NA,0,0,OTHER,3,1,1,NA,NA
YER105C,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
