seqid,signalp_type,p_other,p_SP,signalp_start,signalp_end,phobius_start,phobius_end,phobius_type,count_up_1000,count_up_200,count_up_100,phobius_compound_hydro,signalp_compound_hydro
C4_05010W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_09780C_A,OTHER,1,5e-6,NA,NA,0,0,OTHER,2,1,0,NA,NA
C2_09840W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_00830C_A,OTHER,0.999957,3.4e-5,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_02810C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_03610C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_01080W_A,OTHER,1,0,NA,NA,0,0,OTHER,7,5,2,NA,NA
C4_02510W_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_01930C_A,OTHER,1,0,NA,NA,0,0,OTHER,15,3,0,NA,NA
C3_01130C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
C1_07820W_A,OTHER,0.994759,0.005248,NA,NA,15,36,TM,4,2,2,50.11111111111111,NA
CR_05340C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
C6_02160W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C3_00380C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_01250W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_01930W_A,OTHER,1,4e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C6_00330C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C6_02300C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,2,0,NA,NA
CR_08120C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_11260C_A,OTHER,0.999927,6.9e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_03110C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C2_06260W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_09660W_A,OTHER,0.999995,3.7e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_06070C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_00510C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_05320C_A,OTHER,0.999842,1.62e-4,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_02210W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,1,NA,NA
C5_03270W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_01400W_A,OTHER,1,0,NA,NA,6,23,TM,4,0,0,59.6,NA
C3_02440C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_04260W_A,OTHER,1,0,NA,NA,0,0,OTHER,7,1,0,NA,NA
C2_09660W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C3_03130C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
CR_08320W_A,OTHER,1,4e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_07660C_A,OTHER,1,0,NA,NA,6,24,TM,3,2,0,74.73333333333335,NA
C4_05790W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_01800W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_06250W_A,OTHER,0.99993,9e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_04390C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_06780C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,2,2,NA,NA
C5_00540C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_02010C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_01340C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_10260W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C4_03140C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,0,0,NA,NA
CR_08850W_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_03220C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
C4_04440W_A,OTHER,1,0,NA,NA,20,38,TM,2,1,0,57,NA
C4_06730C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_12910W_A,OTHER,0.999848,1.51e-4,NA,NA,0,0,OTHER,4,1,0,NA,NA
C6_02590C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C3_07030C_A,OTHER,0.999996,1.7e-5,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_03590C_A,OTHER,0.999991,2e-5,NA,NA,0,0,OTHER,4,0,0,NA,NA
C6_00870C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C3_07860C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_03390C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_00560C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
C5_00470C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,1,1,NA,NA
C2_04060C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C3_02840W_A,OTHER,0.999895,9.7e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_14530W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_10430C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_06350C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C7_01650W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_09530W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C6_03650C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,3,0,NA,NA
C3_07740W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_07400C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_09620W_A,SP,0.032357,0.967603,3,17,3,14,SP,0,0,0,27.46666666666667,34.333333333333336
C6_02850W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
C4_00690C_A,OTHER,0.999612,3.84e-4,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_09120W_A,OTHER,1,0,NA,NA,6,26,TM,0,0,0,53.66666666666667,NA
C5_02510C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C5_03060C_A,OTHER,1,7e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_02720W_A,OTHER,0.998579,0.001422,NA,NA,0,0,OTHER,2,0,0,NA,NA
CR_09050C_A,OTHER,0.99983,1.72e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_02530W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
CR_03360W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C4_02490W_A,OTHER,1,0,NA,NA,0,0,OTHER,6,0,0,NA,NA
C1_04890W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C2_09420W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C2_02910W_A,SP,0.01694,0.983021,3,12,2,13,SP,1,1,1,35.86666666666667,29.88888888888889
C2_05230C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,1,NA,NA
C1_07600W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_00390W_A,OTHER,1,0,NA,NA,35,53,TM,0,0,0,46.022222222222226,NA
C4_03740W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_00660W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_02110W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_07270C_A,OTHER,0.999828,1.75e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_03700C_A,OTHER,0.999917,7.6e-5,NA,NA,27,53,TM,1,0,0,86.1,NA
C3_03730C_A,OTHER,0.993644,0.006362,NA,NA,0,0,OTHER,2,2,2,NA,NA
C2_06110W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_02270C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,2,2,NA,NA
CR_09360W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,1,0,NA,NA
CR_09800C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_03720C_A,OTHER,0.999795,2.03e-4,NA,NA,12,28,TM,1,0,0,32.48888888888889,NA
C4_04790W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_00320W_A,OTHER,0.999053,9.62e-4,NA,NA,6,25,TM,0,0,0,67.55555555555557,NA
C3_04500C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_02210C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_05340W_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,3,1,1,NA,NA
C3_00520W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_05410C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C4_02180C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_07480W_A,OTHER,1,2e-6,NA,NA,21,43,TM,7,1,1,68.74444444444444,NA
C3_04310C_A,SP,2.31e-4,0.999758,3,15,3,15,SP,1,1,1,35.96666666666667,35.96666666666667
C2_02820C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_13240W_A,OTHER,1,0,NA,NA,0,0,OTHER,8,3,0,NA,NA
C7_03980W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_00670W_A,OTHER,1,0,NA,NA,0,0,OTHER,4,2,1,NA,NA
C1_09380W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_01520W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_01880W_A,OTHER,0.999957,5.8e-5,NA,NA,41,59,TM,4,0,0,52.56666666666666,NA
C4_06620C_A,SP,0.018911,0.981063,3,11,3,10,SP,3,2,1,20.266666666666666,22.799999999999997
CR_03870W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_04250C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_07840C_A,OTHER,0.999643,3.45e-4,NA,NA,32,56,TM,4,0,0,65.83333333333334,NA
CR_05690W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_01080C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C3_01670W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_04210W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_04840C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_08530C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_05590W_A,OTHER,1,0,NA,NA,6,25,TM,1,0,0,68,NA
C1_12770W_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,1,1,0,NA,NA
C5_02750C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
C5_01710C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_01620W_A,OTHER,0.999849,1.65e-4,NA,NA,0,0,OTHER,1,1,0,NA,NA
C4_01480C_A,OTHER,0.998727,0.001272,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_00860C_A,OTHER,0.999997,4.4e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_09520C_A,OTHER,1,0,NA,NA,6,26,TM,0,0,0,57.16666666666667,NA
C1_07530W_A,OTHER,0.999996,8e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C4_02900C_A,SP,2.91e-4,0.999703,3,17,5,16,SP,4,1,0,25.06666666666667,31.333333333333336
C3_05340W_A,OTHER,0.999953,4.3e-5,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_04190C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,4,4,NA,NA
C4_02890C_A,OTHER,0.999945,6.5e-5,NA,NA,12,30,TM,0,0,0,34.62222222222223,NA
C4_05540W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_06290C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_07270W_A,OTHER,1,0,NA,NA,0,0,OTHER,4,2,1,NA,NA
C6_02060W_A,OTHER,1,0,NA,NA,0,0,OTHER,7,2,1,NA,NA
C1_14290C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C3_07470W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C1_03630W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_02550C_A,SP,2.53e-4,0.999717,4,15,2,13,SP,0,0,0,37.6,37.6
CR_01430W_A,OTHER,0.999961,2.4e-5,NA,NA,40,59,TM,2,1,1,55.33333333333334,NA
C2_00970C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_10040W_A,OTHER,0.999692,3.06e-4,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_01020W_A,OTHER,0.999902,9.9e-5,NA,NA,0,0,OTHER,1,0,0,NA,NA
C6_03780C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,2,2,NA,NA
C1_07280C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_04240C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
C4_05400C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
C2_00810C_A,OTHER,0.999861,1.4e-4,NA,NA,0,0,OTHER,1,1,1,NA,NA
CR_01780W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_03090W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_01550C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_01550W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,6,3,0,NA,NA
C4_07110C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,4,1,NA,NA
C5_00910C_A,OTHER,1,7e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C5_03170C_A,OTHER,1,0,NA,NA,0,0,OTHER,6,0,0,NA,NA
C4_02850W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_05630W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07850C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_01600C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_03900W_A,OTHER,0.999989,4.9e-5,NA,NA,0,0,OTHER,2,0,0,NA,NA
C4_07100C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_06540C_A,OTHER,1,4e-6,NA,NA,26,42,TM,1,0,0,36.266666666666666,NA
C2_04180C_A,OTHER,1,5e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
CR_06350C_A,OTHER,1,1.5e-5,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_09740W_A,OTHER,0.999782,2.27e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_09890W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_12120W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C1_10230C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_00580C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C4_04540C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_10760C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_13760W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
C6_01820C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C4_01800W_A,OTHER,0.9999,9.7e-5,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_07970C_A,OTHER,0.898189,0.101807,NA,NA,6,24,TM,4,2,1,59.53333333333333,NA
C5_03470C_A,OTHER,0.999984,1.9e-5,NA,NA,12,35,TM,3,2,2,53.599999999999994,NA
C1_10690W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_06920C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_03130C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06330C_A,OTHER,0.999824,1.89e-4,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_06880C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_00130C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_03450C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_07500C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_09710C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
CR_08690C_A,OTHER,0.999901,1.04e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_05060W_A,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
C1_13400C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
C2_01330C_A,OTHER,1,1.7e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_04050C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,3,1,NA,NA
C1_12010C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_06960W_A,OTHER,0.999845,1.54e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_00830W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C4_01270W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_02310W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
C2_08730W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
C5_01800C_A,OTHER,1,0,NA,NA,0,0,OTHER,8,5,4,NA,NA
C2_07830W_A,SP,0.002266,0.997698,3,19,6,17,SP,0,0,0,33.06666666666667,46.84444444444445
C7_00110W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C6_00280W_A,OTHER,0.999471,5.53e-4,NA,NA,0,0,OTHER,3,1,0,NA,NA
C1_10570C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_04290C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
CR_07820W_A,OTHER,0.999991,2.7e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_09670C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C3_02230C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_01000C_A,OTHER,0.999949,4.5e-5,NA,NA,43,59,TM,0,0,0,47.78888888888889,NA
C3_00900C_A,OTHER,1,0,NA,NA,7,17,SP,2,2,1,13.68888888888889,NA
C5_03620W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_09600C_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_08610W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_04870C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_07010W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_10430W_A,SP,5.33e-4,0.999451,8,24,11,23,SP,4,3,1,29.466666666666665,38.53333333333333
C1_12780W_A,OTHER,0.999958,5.3e-5,NA,NA,0,0,OTHER,9,9,1,NA,NA
CR_06970C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_02140C_A,OTHER,0.999905,7.8e-5,NA,NA,31,50,TM,0,0,0,52.22222222222222,NA
C3_06050C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C6_01760W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_03150W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_02040C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,4,0,NA,NA
C5_04960W_A,OTHER,0.999053,9.39e-4,NA,NA,0,0,OTHER,5,2,1,NA,NA
C5_02070C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_04780W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C6_04610C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
CR_09980W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_00780C_A,OTHER,1,4e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
C5_02280C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_01340W_A,SP,6.73e-4,0.999312,3,14,3,12,SP,2,0,0,23.111111111111114,27.733333333333334
C5_04350C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C4_02630C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_07500W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C3_00120W_A,OTHER,0.999978,1.6e-5,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_07760W_A,OTHER,1,0,NA,NA,12,23,SP,2,1,1,28.666666666666664,NA
C2_02440W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_07220C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,2,1,NA,NA
C1_02630C_A,SP,3.23e-4,0.999647,4,17,3,13,SP,0,0,0,30.799999999999994,39.19999999999999
C1_00410C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_01020C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,0,0,NA,NA
C2_02190C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_07700C_A,OTHER,0.999073,0.00093000000000000005,NA,NA,0,0,OTHER,1,1,1,NA,NA
C4_05530W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07190W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_08210C_A,OTHER,0.999961,3.9e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_06800W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_00660W_A,OTHER,0.999541,4.65e-4,NA,NA,0,0,OTHER,6,0,0,NA,NA
C5_04920C_A,OTHER,0.999843,1.55e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_00480C_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,3,0,0,NA,NA
C2_06640C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,3,3,NA,NA
C1_00070W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_03340C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_04000C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,1,1,NA,NA
CR_04080C_A,OTHER,1,0,NA,NA,15,36,TM,1,1,0,67.71111111111111,NA
C1_11860W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,1,0,NA,NA
C1_02590C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,4,3,2,NA,NA
C3_04660C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06930W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,2,NA,NA
C3_04480C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,1,0,NA,NA
C1_03430W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C4_03300C_A,OTHER,1,0,NA,NA,0,0,OTHER,6,2,0,NA,NA
C1_06080C_A,OTHER,0.99997,3.5e-5,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_05760C_A,SP,5.36e-4,0.999442,3,15,6,13,SP,5,3,2,12.088888888888887,21.37777777777778
C1_12140W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C4_00330C_A,OTHER,0.986991,0.013012,NA,NA,6,24,TM,0,0,0,32.93333333333334,NA
CR_06540W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,6,2,1,NA,NA
C2_04050C_A,OTHER,1,0,NA,NA,0,0,OTHER,5,1,1,NA,NA
C1_05890W_A,SP,4.42e-4,0.999548,3,17,3,14,SP,4,3,1,24.400000000000006,30.500000000000004
C1_08560W_A,OTHER,0.999971,4.6e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_01590W_A,OTHER,0.999943,5.2e-5,NA,NA,0,0,OTHER,5,0,0,NA,NA
C2_02630W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_02560C_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,17,12,0,NA,NA
C4_04240C_A,OTHER,0.99952,4.91e-4,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_03110W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_04740C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C5_03940C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,2,2,NA,NA
C2_07930C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_01420W_A,OTHER,1,0,NA,NA,6,22,TM,1,0,0,50.622222222222234,NA
C7_01830W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
CR_03760W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_04530C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,3,1,NA,NA
C1_00220W_A,SP,6.72e-4,0.999306,5,17,6,17,SP,2,2,1,22.133333333333333,23.977777777777778
C1_03730C_A,OTHER,0.999881,1.24e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06650C_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,2,1,0,NA,NA
C7_01190W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_00730C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_01900C_A,OTHER,1,0,NA,NA,0,0,OTHER,6,3,2,NA,NA
C1_10560C_A,OTHER,1,9e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
